날짜,시가,고가,저가,종가,거래량
2010-07-26,20250,20250,20250,20250,20.0
2010-07-27,20000,20500,19900,20400,3030.0
2010-07-28,20000,22100,20000,21800,6240.0
2010-07-29,21800,23500,21800,22750,5751.0
2010-07-30,22800,22800,21300,21950,724.0
2010-08-02,21850,21950,20700,21950,730.0
2010-08-03,24000,24000,21500,21500,242.0
2010-08-04,21500,21500,21250,21500,400.0
2010-08-05,21700,21700,21000,21250,2401.0
2010-08-06,21250,21500,20850,21500,1030.0
2010-08-09,21700,21700,21100,21600,970.0
2010-08-10,21900,22000,21900,21900,1050.0
2010-08-11,21850,21850,21000,21850,190.0
2010-08-12,21250,21250,21250,21250,230.0
2010-08-13,21100,22400,21100,21900,1470.0
2010-08-16,22150,22150,21500,21850,370.0
2010-08-17,21850,21850,21400,21800,121.0
2010-08-18,21400,21600,21350,21350,276.0
2010-08-19,21350,21500,21250,21500,180.0
2010-08-20,21100,21500,21100,21500,130.0
2010-08-23,22000,23000,21000,21000,682.0
2010-08-24,20850,21400,20850,21000,183.0
2010-08-25,21500,21500,21500,21500,10.0
2010-08-26,21100,21100,21050,21050,151.0
2010-08-27,21200,21200,20850,21100,70.0
2010-08-30,21100,21100,20700,21000,210.0
2010-08-31,20650,20750,20500,20700,370.0
2010-09-01,20500,20500,20200,20450,1361.0
2010-09-02,20100,20450,20100,20450,1332.0
2010-09-03,21000,21900,20450,20450,970.0
2010-09-06,20600,20600,20200,20450,220.0
2010-09-07,20150,20350,20100,20350,168.0
2010-09-08,20500,20500,20000,20000,510.0
2010-09-09,20950,23000,19550,20400,5030.0
2010-09-10,20400,21450,20100,20450,396.0
2010-09-13,20100,20250,19950,20000,321.0
2010-09-14,21400,21400,19900,20050,3170.0
2010-09-15,20350,20350,19500,19600,2173.0
2010-09-16,20000,20000,19450,19550,1370.0
2010-09-17,19400,19700,19400,19650,121.0
2010-09-20,20000,22550,19800,20300,3440.0
2010-09-24,20250,22800,20000,20200,960.0
2010-09-27,19950,20300,19500,19600,1451.0
2010-09-28,20500,20500,19400,19600,1210.0
2010-09-29,19800,19950,19400,19750,740.0
2010-09-30,19900,22050,19350,22050,9460.0
2010-10-01,21550,21900,20600,20800,2614.0
2010-10-04,21050,21050,19650,19800,3940.0
2010-10-05,19500,20150,19450,20000,2074.0
2010-10-06,20750,20750,19600,20400,1490.0
2010-10-07,20300,20400,20000,20400,871.0
2010-10-08,20800,21100,20050,20550,540.0
2010-10-11,21000,21000,20200,20800,450.0
2010-10-12,21050,21050,19800,20250,1132.0
2010-10-13,20400,20450,20000,20300,470.0
2010-10-14,20000,20500,20000,20350,370.0
2010-10-15,20100,20300,20000,20200,390.0
2010-10-18,20200,20350,20050,20350,1270.0
2010-10-19,20100,21650,20000,20850,3099.0
2010-10-20,20800,20850,20400,20850,550.0
2010-10-21,21050,21050,20250,20800,680.0
2010-10-22,20800,20800,20400,20400,524.0
2010-10-25,20300,21000,20300,20650,1083.0
2010-10-26,20800,21700,20500,21700,1530.0
2010-10-27,22400,22400,21100,21700,3973.0
2010-10-28,21400,23500,21400,22300,2310.0
2010-10-29,23000,23000,21400,21950,790.0
2010-11-01,22350,22350,21750,22200,750.0
2010-11-02,21800,22400,21800,22000,591.0
2010-11-03,22250,22250,21750,22200,30.0
2010-11-04,21750,22000,21500,21500,731.0
2010-11-05,21600,21600,21250,21250,160.0
2010-11-08,21050,21700,21050,21700,1130.0
2010-11-09,21900,21950,21900,21900,1540.0
2010-11-10,21950,21950,21300,21750,1750.0
2010-11-11,21950,21950,21600,21800,220.0
2010-11-12,21500,21500,20800,20850,760.0
2010-11-15,21300,21500,20900,20900,240.0
2010-11-16,21400,21400,20950,20950,20.0
2010-11-17,21200,21200,20800,21100,870.0
2010-11-18,20650,21000,20650,21000,20.0
2010-11-19,21000,21800,21000,21200,170.0
2010-11-22,21500,21500,21350,21350,40.0
2010-11-23,21050,21050,20650,21000,140.0
2010-11-24,21300,21900,20550,20850,230.0
2010-11-25,21900,21900,21100,21100,410.0
2010-11-26,21000,21000,21000,21000,1380.0
2010-11-29,20600,21000,20600,20900,1060.0
2010-11-30,22100,23950,20850,20900,840.0
2010-12-01,20650,20650,20650,20650,30.0
2010-12-02,21800,21800,21000,21000,220.0
2010-12-03,20750,21850,20650,20650,290.0
2010-12-06,21800,21800,21200,21200,70.0
2010-12-07,21300,21300,20400,20600,610.0
2010-12-08,21700,21700,20500,21000,810.0
2010-12-09,20500,21000,20500,21000,510.0
2010-12-10,20800,21450,20700,21450,250.0
2010-12-13,21300,21450,20900,21100,230.0
2010-12-14,21400,21400,20850,21200,290.0
2010-12-15,20800,20800,20700,20700,730.0
2010-12-16,20700,21800,20650,20900,732.0
2010-12-17,21400,21400,21400,21400,36.0
2010-12-20,21700,21700,20700,20700,122.0
2010-12-21,20800,21300,20650,21050,480.0
2010-12-22,21100,21500,20300,21500,840.0
2010-12-23,21500,21500,20800,21000,289.0
2010-12-24,21300,21300,20650,20850,700.0
2010-12-27,20800,20950,20350,20950,520.0
2010-12-28,20950,22000,20950,21300,1040.0
2010-12-29,20850,20900,20650,20650,1800.0
2010-12-30,20850,21500,20450,21100,1680.0
2011-01-03,21300,21300,20650,21250,540.0
2011-01-04,20700,21250,20650,21000,1570.0
2011-01-05,20700,20850,20700,20850,110.0
2011-01-06,21000,21000,20700,21000,90.0
2011-01-07,21050,21050,20650,20700,1860.0
2011-01-10,21300,21300,20200,20900,640.0
2011-01-11,20650,21200,20600,21100,2290.0
2011-01-12,21400,21400,20850,21100,230.0
2011-01-13,21000,21000,20800,20800,260.0
2011-01-14,21250,21250,21250,21250,10.0
2011-01-17,21400,24400,21250,21600,3980.0
2011-01-18,21100,21900,20900,21350,1590.0
2011-01-19,21650,21650,21200,21600,220.0
2011-01-20,21650,21650,20900,21500,860.0
2011-01-21,21450,21450,21050,21250,1480.0
2011-01-24,21450,21450,20950,21050,380.0
2011-01-25,21450,21450,21000,21400,2100.0
2011-01-26,21100,21350,21050,21350,480.0
2011-01-27,21600,21600,21150,21550,760.0
2011-01-28,21550,21550,21150,21150,460.0
2011-01-31,21100,21450,21000,21450,2400.0
2011-02-01,21400,21400,21200,21400,30.0
2011-02-07,21400,21400,21350,21400,2609.0
2011-02-08,21200,21550,21200,21500,1854.0
2011-02-09,21550,21550,21000,21450,2190.0
2011-02-10,21400,21900,21100,21650,2680.0
2011-02-11,21700,21700,21250,21650,200.0
2011-02-14,21650,21650,21200,21550,590.0
2011-02-15,21650,21650,21050,21500,1860.0
2011-02-16,21400,22700,21100,21150,5583.0
2011-02-17,21100,21400,21050,21350,3561.0
2011-02-18,21300,21700,21050,21700,5500.0
2011-02-21,21950,21950,21300,21850,80.0
2011-02-22,21850,22900,21000,21450,3401.0
2011-02-23,21400,24400,21000,21850,3002.0
2011-02-24,21800,21800,21700,21700,40.0
2011-02-25,21900,22400,21100,21300,310.0
2011-02-28,21650,21650,21650,21650,10.0
2011-03-02,21100,21400,20850,21300,1841.0
2011-03-03,21050,23000,21000,21450,4251.0
2011-03-04,21450,21500,21150,21400,490.0
2011-03-07,21100,21650,21000,21450,6572.0
2011-03-08,21400,21400,21000,21400,4390.0
2011-03-09,21400,21800,20950,21200,15295.0
2011-03-10,21500,22500,21000,21400,22380.0
2011-03-11,21450,21650,21000,21100,10210.0
2011-03-14,21100,21400,20650,21000,8490.0
2011-03-15,21000,21100,20100,20800,5910.0
2011-03-16,20900,21300,20500,20850,4685.0
2011-03-17,21000,21000,20500,20950,4120.0
2011-03-18,20600,21300,20500,21150,4440.0
2011-03-21,21300,21450,20850,21300,2940.0
2011-03-22,21450,21650,21000,21300,3950.0
2011-03-23,21600,21600,20800,20850,3900.0
2011-03-24,21050,21500,20850,21300,3440.0
2011-03-25,21300,21400,20800,20950,3000.0
2011-03-28,21250,21250,20800,21000,2631.0
2011-03-29,20850,21050,20800,21000,1080.0
2011-03-30,20900,21000,20750,20800,3740.0
2011-03-31,21000,21000,20550,20950,4970.0
2011-04-01,21000,21000,20800,20950,90.0
2011-04-04,20850,21350,20700,21350,1470.0
2011-04-05,21150,21200,20700,20800,2935.0
2011-04-06,20950,21050,20800,21050,891.0
2011-04-07,20800,21200,20800,21200,320.0
2011-04-08,21100,21200,20850,21200,370.0
2011-04-11,20900,21100,20850,20850,720.0
2011-04-12,21000,21000,20600,20900,2090.0
2011-04-13,20700,20950,20650,20900,2600.0
2011-04-14,20600,20750,20550,20750,1560.0
2011-04-15,20750,21100,20750,20800,833.0
2011-04-18,20550,20800,20550,20800,880.0
2011-04-19,20900,21050,20400,21000,1750.0
2011-04-20,20950,20950,20450,20450,4230.0
2011-04-21,20500,20900,20350,20500,1931.0
2011-04-22,20400,20650,20300,20450,2370.0
2011-04-25,20450,20750,20300,20500,591.0
2011-04-26,20450,20500,20250,20450,2040.0
2011-04-27,20600,20600,20300,20450,1182.0
2011-04-28,20300,20300,19900,20100,2496.0
2011-04-29,19750,20800,19750,20500,990.0
2011-05-02,20150,20350,20000,20350,280.0
2011-05-03,20350,20800,20050,20600,1750.0
2011-05-04,20700,20700,20350,20650,990.0
2011-05-06,20200,20500,20200,20500,136.0
2011-05-09,20200,20200,20150,20200,410.0
2011-05-11,20550,20550,19800,20200,3780.0
2011-05-12,20200,20200,20200,20200,40.0
2011-05-13,20250,20600,20000,20250,440.0
2011-05-16,20400,20600,19600,20300,690.0
2011-05-17,20300,20500,20300,20500,40.0
2011-05-18,0,0,0,20500,0.0
2011-05-19,0,0,0,20450,0.0
2011-05-20,20050,20450,19950,20450,550.0
2011-05-23,20500,20500,19750,20450,710.0
2011-05-24,20000,20150,19800,20100,570.0
2011-05-25,20000,20000,20000,20000,20.0
2011-05-26,20100,20300,20100,20300,210.0
2011-05-27,0,0,0,20300,0.0
2011-05-30,20000,20050,19850,20000,200.0
2011-05-31,19800,20200,19700,20150,450.0
2011-06-01,20100,20100,19800,20100,830.0
2011-06-02,19650,20000,19650,20000,130.0
2011-06-03,19600,19950,19550,19850,270.0
2011-06-07,19900,20300,19900,20100,160.0
2011-06-08,19800,20050,19800,20050,30.0
2011-06-09,19750,20000,19750,20000,70.0
2011-06-10,20050,20050,19850,19900,510.0
2011-06-13,19550,19900,19550,19900,884.0
2011-06-14,19550,19900,19550,19900,30.0
2011-06-15,19600,22000,19500,19850,4730.0
2011-06-16,19600,19900,19500,19900,290.0
2011-06-17,19850,19900,19500,19900,220.0
2011-06-20,19900,19900,19600,19650,80.0
2011-06-21,19950,19950,19950,19950,10.0
2011-06-22,19600,19900,19450,19850,3123.0
2011-06-23,19500,19700,19500,19600,283.0
2011-06-24,19500,19800,19400,19750,1115.0
2011-06-27,19500,19750,19500,19750,20.0
2011-06-28,19400,20500,19400,19950,490.0
2011-06-29,19950,19950,19400,19450,1603.0
2011-06-30,19450,19800,19450,19450,310.0
2011-07-01,19400,19800,19400,19650,550.0
2011-07-04,19800,20500,19800,20450,330.0
2011-07-05,20600,20600,20600,20600,50.0
2011-07-06,20400,20400,19700,19850,140.0
2011-07-07,20600,21000,20200,20300,180.0
2011-07-08,20400,20400,19750,20200,9210.0
2011-07-11,19800,20300,19750,20000,420.0
2011-07-12,19700,20000,19700,20000,200.0
2011-07-13,20200,20200,20200,20200,10.0
2011-07-14,19800,20200,19800,20200,20.0
2011-07-15,0,0,0,20100,0.0
2011-07-18,0,0,0,20100,0.0
2011-07-19,20100,20100,19300,19300,786.0
2011-07-20,19800,20000,19800,20000,282.0
2011-07-21,19950,20000,19950,20000,200.0
2011-07-22,20000,20300,20000,20300,100.0
2011-07-25,19850,19900,19850,19850,248.0
2011-07-26,20000,20600,19800,20200,610.0
2011-07-27,20200,20200,19850,20150,40.0
2011-07-28,19800,19900,19800,19900,2140.0
2011-07-29,19600,20200,19600,20200,751.0
2011-08-01,19650,20000,19650,19900,390.0
2011-08-02,20200,20200,19900,20000,481.0
2011-08-03,20400,20450,19900,20000,2610.0
2011-08-04,20000,20000,20000,20000,1980.0
2011-08-05,19700,19700,19400,19400,452.0
2011-08-08,19200,19300,18850,18850,204.0
2011-08-09,19250,19250,16650,17200,900.0
2011-08-10,18300,18850,18300,18500,3296.0
2011-08-11,0,0,0,18500,0.0
2011-08-12,18350,19450,18350,18450,91.0
2011-08-16,18850,19400,18850,19000,210.0
2011-08-17,18400,19250,18400,19250,100.0
2011-08-18,19400,19400,19150,19150,627.0
2011-08-19,18850,19150,18850,19100,538.0
2011-08-22,18650,19050,18650,19050,30.0
2011-08-23,19050,19050,19050,19050,102.0
2011-08-24,0,0,0,19050,1.0
2011-08-25,19000,19000,19000,19000,100.0
2011-08-26,19250,19250,19250,19250,20.0
2011-08-29,19450,19450,19450,19450,900.0
2011-08-30,19600,19600,19600,19600,210.0
2011-08-31,19600,19600,19600,19600,30.0
2011-09-01,19700,19700,19300,19300,20.0
2011-09-02,19200,19550,19200,19550,630.0
2011-09-05,0,0,0,19550,0.0
2011-09-06,19050,19050,19050,19050,100.0
2011-09-07,19000,19000,19000,19000,20.0
2011-09-08,18850,18900,18850,18900,20.0
2011-09-09,19450,21250,19000,19400,4330.0
2011-09-14,19400,20200,16600,19800,1830.0
2011-09-15,19800,20800,19800,20000,680.0
2011-09-16,19800,19800,19600,19600,70.0
2011-09-19,19400,19400,19400,19400,20.0
2011-09-20,19400,19400,19400,19400,20.0
2011-09-21,19200,19600,19200,19600,80.0
2011-09-22,19600,19600,19600,19600,30.0
2011-09-23,19200,19500,19200,19200,100.0
2011-09-26,19050,19050,18850,18850,50.0
2011-09-27,18300,19050,18300,18650,60.0
2011-09-28,18650,19050,17400,18000,1060.0
2011-09-29,17900,18300,17900,18300,80.0
2011-09-30,18500,18500,18500,18500,50.0
2011-10-04,18100,18200,17800,18200,151.0
2011-10-05,18300,18300,17750,18150,63.0
2011-10-06,0,0,0,18150,0.0
2011-10-07,17800,18000,17600,17600,190.0
2011-10-10,18100,18100,18100,18100,21.0
2011-10-11,18150,18500,18150,18150,730.0
2011-10-12,0,0,0,18150,0.0
2011-10-13,17900,17900,17600,17700,438.0
2011-10-14,17500,17800,17350,17750,170.0
2011-10-17,17900,17900,17900,17900,20.0
2011-10-18,17200,17900,17200,17250,597.0
2011-10-19,17250,17450,17050,17400,610.0
2011-10-20,17150,17150,17100,17100,100.0
2011-10-21,17350,17550,17350,17550,50.0
2011-10-24,17550,17950,17550,17900,1200.0
2011-10-25,17600,18450,17600,18450,390.0
2011-10-26,18500,18500,18500,18500,70.0
2011-10-27,18650,18800,18650,18650,730.0
2011-10-28,18850,19050,18500,18900,620.0
2011-10-31,0,0,0,18900,0.0
2011-11-01,18900,18900,18900,18900,20.0
2011-11-02,19000,19050,18650,18650,60.0
2011-11-03,18450,18450,18450,18450,120.0
2011-11-04,18850,18850,18850,18850,10.0
2011-11-07,18450,18850,18450,18850,20.0
2011-11-08,18500,18500,18300,18300,360.0
2011-11-09,18200,18450,18200,18450,70.0
2011-11-10,18200,18250,17800,18250,100.0
2011-11-11,0,0,0,18250,0.0
2011-11-14,0,0,0,18250,0.0
2011-11-15,0,0,0,18250,0.0
2011-11-16,0,0,0,18250,0.0
2011-11-17,18250,18250,17500,18150,310.0
2011-11-18,18000,18200,17800,18200,230.0
2011-11-21,17850,18100,17650,18100,70.0
2011-11-22,17750,17750,17750,17750,160.0
2011-11-23,17750,17750,17600,17600,110.0
2011-11-24,18100,18100,18100,18100,11.0
2011-11-25,18100,18100,17750,17750,240.0
2011-11-28,17650,17700,17650,17700,20.0
2011-11-29,18050,18050,18050,18050,10.0
2011-11-30,0,0,0,18050,0.0
2011-12-01,18100,18150,18050,18050,170.0
2011-12-02,17850,18150,17700,18150,570.0
2011-12-05,18000,18150,18000,18150,640.0
2011-12-06,18150,18150,18150,18150,20.0
2011-12-07,18300,18850,18300,18350,180.0
2011-12-08,18300,19050,18300,18800,120.0
2011-12-09,18800,18800,18800,18800,67.0
2011-12-12,18650,18650,18150,18600,1440.0
2011-12-13,18400,18400,18050,18100,2260.0
2011-12-14,18400,18400,18100,18350,355.0
2011-12-15,18150,18500,18100,18100,1262.0
2011-12-16,18600,19200,18450,18450,780.0
2011-12-19,18300,18300,17900,17900,460.0
2011-12-20,17900,18000,17900,18000,140.0
2011-12-21,18200,18500,18200,18200,620.0
2011-12-22,18450,19000,18450,18750,1000.0
2011-12-23,18850,20900,18850,20350,1120.0
2011-12-26,20350,20350,19600,19750,160.0
2011-12-27,19750,19850,19350,19700,1410.0
2011-12-28,19800,19800,19400,19400,60.0
2011-12-29,19400,19400,18750,19400,330.0
2012-01-02,18900,18900,18900,18900,10.0
2012-01-03,18900,19400,18900,19400,20.0
2012-01-04,19400,19400,18850,19350,150.0
2012-01-05,19000,19350,18900,19350,70.0
2012-01-06,19450,19450,19400,19400,20.0
2012-01-09,19350,19350,19350,19350,10.0
2012-01-10,19050,19050,19000,19000,30.0
2012-01-11,19300,19300,18900,18900,50.0
2012-01-12,18850,19000,18500,19000,360.0
2012-01-13,0,0,0,19000,0.0
2012-01-16,0,0,0,18900,0.0
2012-01-17,18850,19050,18600,19050,700.0
2012-01-18,18900,19000,18900,19000,440.0
2012-01-19,18900,19250,18900,19250,250.0
2012-01-20,18900,18900,18850,18850,30.0
2012-01-25,19050,19150,19050,19150,50.0
2012-01-26,0,0,0,19150,0.0
2012-01-27,19150,19150,19150,19150,10.0
2012-01-30,0,0,0,19150,0.0
2012-01-31,18850,19200,18850,19200,20.0
2012-02-01,18650,19050,18550,18800,390.0
2012-02-02,19100,19100,19050,19100,190.0
2012-02-03,18700,18850,18700,18700,140.0
2012-02-06,18700,19000,18700,19000,90.0
2012-02-07,18700,18950,18650,18950,530.0
2012-02-08,18600,19050,18550,19050,140.0
2012-02-09,19050,19050,18700,18700,160.0
2012-02-10,18750,18750,18750,18750,10.0
2012-02-13,18700,19000,18650,19000,190.0
2012-02-14,18550,19000,18550,19000,290.0
2012-02-15,19050,19200,19050,19200,200.0
2012-02-16,19200,19200,19200,19200,60.0
2012-02-17,19100,19200,18900,19200,230.0
2012-02-20,18750,19100,18700,19100,480.0
2012-02-21,18800,19250,18700,18750,1150.0
2012-02-22,19050,19050,18800,19050,30.0
2012-02-23,19200,19400,19200,19400,250.0
2012-02-24,19400,20850,19400,20150,1010.0
2012-02-27,20200,21800,20200,20600,2670.0
2012-02-28,20600,20600,20050,20550,390.0
2012-02-29,20500,21400,20500,20950,450.0
2012-03-02,20600,21000,20500,21000,910.0
2012-03-05,21000,21900,21000,21350,2050.0
2012-03-06,21250,21250,20200,20650,530.0
2012-03-07,20800,21100,20550,21100,250.0
2012-03-08,20700,20700,20350,20450,2484.0
2012-03-09,20450,20650,20450,20650,20.0
2012-03-12,20400,20550,20200,20550,540.0
2012-03-13,20200,20600,20100,20600,450.0
2012-03-14,20250,21100,20250,20650,460.0
2012-03-15,20650,20650,20600,20600,20.0
2012-03-16,20600,20600,20600,20600,110.0
2012-03-19,20500,20900,20500,20900,20.0
2012-03-20,20650,20900,20600,20900,460.0
2012-03-21,20900,20900,20900,20900,400.0
2012-03-22,20700,20700,20650,20650,140.0
2012-03-23,20550,20550,20500,20500,610.0
2012-03-26,20400,20650,20400,20650,60.0
2012-03-27,20400,20500,20400,20500,80.0
2012-03-28,20500,20500,20500,20500,110.0
2012-03-29,20500,20500,20000,20500,350.0
2012-03-30,20300,20650,20200,20650,130.0
2012-04-02,20400,20400,20400,20400,106.0
2012-04-03,20400,20400,20400,20400,106.0
2012-04-04,20400,20600,20000,20600,1042.0
2012-04-05,20200,20600,20050,20600,260.0
2012-04-06,20600,20600,20600,20600,100.0
2012-04-09,20500,20500,20500,20500,20.0
2012-04-10,0,0,0,20500,0.0
2012-04-12,20450,21500,20150,21500,210.0
2012-04-13,20850,20900,20500,20900,670.0
2012-04-16,0,0,0,20900,0.0
2012-04-17,20550,21000,20550,21000,120.0
2012-04-18,21000,21000,20650,20900,80.0
2012-04-19,21000,21100,21000,21000,120.0
2012-04-20,21200,21500,20850,21300,320.0
2012-04-23,21300,21300,20800,20800,50.0
2012-04-24,21000,21000,20950,20950,20.0
2012-04-25,20650,21000,20650,21000,50.0
2012-04-26,20600,20700,20400,20700,250.0
2012-04-27,0,0,0,20700,0.0
2012-04-30,20700,20700,20300,20500,350.0
2012-05-02,20300,20800,20300,20800,20.0
2012-05-03,0,0,0,20800,0.0
2012-05-04,20800,20800,20400,20400,1090.0
2012-05-07,20600,20600,20600,20600,10.0
2012-05-08,20800,20800,20200,20200,80.0
2012-05-09,0,0,0,20200,0.0
2012-05-10,20550,20550,20100,20450,140.0
2012-05-11,20150,20400,20000,20400,590.0
2012-05-14,0,0,0,20400,0.0
2012-05-15,20050,20050,20000,20000,451.0
2012-05-16,19600,19600,19600,19600,1000.0
2012-05-17,0,0,0,19600,0.0
2012-05-18,19900,19900,19900,19900,50.0
2012-05-21,19900,19900,19400,19750,1880.0
2012-05-22,19650,19650,19300,19300,40.0
2012-05-23,19500,19800,19500,19800,70.0
2012-05-24,19400,19750,19400,19750,90.0
2012-05-25,19800,20000,19400,19400,300.0
2012-05-29,19700,19700,19700,19700,10.0
2012-05-30,19300,19450,19000,19350,390.0
2012-05-31,0,0,0,19350,0.0
