날짜,시가,고가,저가,종가,거래량
2010-03-08,9641,10017,9516,9955,12922.0
2010-03-09,9954,10048,9828,10049,29135.0
2010-03-10,10017,10111,9985,10049,21307.0
2010-03-11,10111,10111,10017,10049,12925.0
2010-03-12,10142,10424,10048,10362,18611.0
2010-03-15,10017,10267,10017,10206,8878.0
2010-03-16,10268,10424,10142,10362,11544.0
2010-03-17,10424,10612,10299,10613,14280.0
2010-03-18,10455,10644,10455,10613,12757.0
2010-03-19,10706,11708,10675,11395,57990.0
2010-03-22,11363,12115,11269,11771,35323.0
2010-03-23,11989,11989,11269,11583,14630.0
2010-03-24,11676,11739,11144,11145,9705.0
2010-03-25,11144,11582,10956,11427,12830.0
2010-03-26,11269,11582,11238,11583,9920.0
2010-03-29,11364,11520,11270,11301,4170.0
2010-03-30,11457,11457,10893,11145,10382.0
2010-03-31,11112,11269,10956,11145,21168.0
2010-04-01,11144,11238,10768,11114,10032.0
2010-04-02,11238,11238,10956,11114,4760.0
2010-04-05,11207,11270,10862,10957,9584.0
2010-04-06,10956,11238,10956,11082,4921.0
2010-04-07,11144,11395,11144,11333,7212.0
2010-04-08,11395,11519,11050,11489,16990.0
2010-04-09,11457,11488,11206,11489,14313.0
2010-04-12,11364,11457,10988,11270,11220.0
2010-04-13,11301,11457,11051,11270,14000.0
2010-04-14,11395,12020,11300,11833,23624.0
2010-04-15,11582,12020,11488,11833,21080.0
2010-04-16,12020,12083,11707,11959,13221.0
2010-04-19,11770,11989,11739,11896,9970.0
2010-04-20,11771,12021,11771,12021,7863.0
2010-04-21,11895,12271,11895,12209,11920.0
2010-04-22,12396,12740,11926,11927,18335.0
2010-04-23,11926,11926,11582,11865,21563.0
2010-04-26,11645,11989,11645,11833,8190.0
2010-04-27,11895,12115,11739,12084,9657.0
2010-04-28,11895,12240,11833,12021,23301.0
2010-04-29,12177,12177,11801,12084,8610.0
2010-04-30,12021,12145,11269,11364,48936.0
2010-05-03,11269,11457,11207,11333,11037.0
2010-05-04,11395,11395,11238,11395,6490.0
2010-05-06,11395,11551,11050,11489,7413.0
2010-05-07,11332,11332,10831,11176,12549.0
2010-05-10,10956,11206,10799,10894,9757.0
2010-05-11,10987,11801,10956,11552,20431.0
2010-05-12,11645,11645,11363,11427,3820.0
2010-05-13,11488,11613,11269,11489,6100.0
2010-05-14,11488,11551,11269,11333,9100.0
2010-05-17,11613,13022,11582,12240,152741.0
2010-05-18,12646,12646,11582,11833,24054.0
2010-05-19,11708,11832,11426,11833,12090.0
2010-05-20,12115,12115,11051,11333,14213.0
2010-05-24,11144,11457,11051,11301,14462.0
2010-05-25,11269,11457,10487,10707,21304.0
2010-05-26,10738,10957,10581,10581,9483.0
2010-05-27,10612,10957,10455,10926,11862.0
2010-05-28,11112,11238,10768,11114,12870.0
2010-05-31,11175,11488,11082,11364,10552.0
2010-06-01,11426,11614,11301,11614,11891.0
2010-06-03,11676,11864,11551,11833,7321.0
2010-06-04,11708,12021,11708,11740,4110.0
2010-06-07,11519,11613,11394,11552,4770.0
2010-06-08,11676,12271,11613,12178,17110.0
2010-06-09,12427,13992,12176,13994,88649.0
2010-06-10,14242,15808,14023,14025,137704.0
2010-06-11,14336,14837,13492,14651,66896.0
2010-06-14,14650,14838,14399,14464,21577.0
2010-06-15,14462,14524,14023,14338,22932.0
2010-06-16,14900,15120,14211,14526,31581.0
2010-06-17,14649,14931,14336,14589,21770.0
2010-06-18,14618,14618,14242,14276,8863.0
2010-06-21,14211,14838,14087,14464,16913.0
2010-06-22,14493,15214,14493,15027,37821.0
2010-06-23,14901,15903,14869,15121,70069.0
2010-06-24,14931,15277,14775,15121,20569.0
2010-06-25,15057,15402,14806,15277,20702.0
2010-06-28,15433,15433,14931,15277,9570.0
2010-06-29,15277,15371,14963,15090,13384.0
2010-06-30,14837,15339,14712,15340,11558.0
2010-07-01,15402,15402,14838,14871,15775.0
2010-07-02,14931,14962,14556,14871,14141.0
2010-07-05,14869,14869,14493,14620,10751.0
2010-07-06,14806,15120,14430,14996,14131.0
2010-07-07,14994,16654,14994,15810,46761.0
2010-07-08,16153,16247,15746,15841,17260.0
2010-07-09,15965,15965,15621,15903,17670.0
2010-07-12,15903,16529,15652,16310,22772.0
2010-07-13,16435,16435,15965,15997,14021.0
2010-07-14,15965,16279,15652,15841,18776.0
2010-07-15,15840,15965,15746,15935,4680.0
2010-07-16,15934,15934,15715,15872,10650.0
2010-07-19,15652,16279,15370,16279,20911.0
2010-07-20,16216,17217,16216,17093,31301.0
2010-07-21,17342,17405,16623,17375,16833.0
2010-07-22,17154,17499,17029,17469,11680.0
2010-07-23,17531,18062,17342,17908,20561.0
2010-07-26,17969,18406,17593,18033,16446.0
2010-07-27,18031,18751,17875,17908,25691.0
2010-07-28,17906,18156,17217,18158,19026.0
2010-07-29,17780,18313,17780,18096,5621.0
2010-07-30,18125,18250,17625,17625,7140.0
2010-08-02,17781,17781,17468,17531,8038.0
2010-08-03,17656,18031,17060,17719,11390.0
2010-08-04,17718,18658,17280,18221,13100.0
2010-08-05,18563,18782,18000,18753,18361.0
2010-08-06,18782,19596,18469,19598,13101.0
2010-08-09,19439,20254,19283,20161,18510.0
2010-08-10,20159,20223,19471,19473,12111.0
2010-08-11,19471,20160,18657,20036,22871.0
2010-08-12,19722,19972,19409,19410,10326.0
2010-08-13,19409,19409,18689,18690,14992.0
2010-08-16,18501,18970,18156,18596,15200.0
2010-08-17,18782,19283,18250,18502,25311.0
2010-08-18,18594,19064,18406,18471,17192.0
2010-08-19,18469,18939,18156,18158,19387.0
2010-08-20,17812,18782,17718,18690,24431.0
2010-08-23,18813,19565,18688,19160,26142.0
2010-08-24,18970,19220,18876,19160,6644.0
2010-08-25,18689,19158,17969,18252,19140.0
2010-08-26,18282,18500,17969,18033,6740.0
2010-08-27,17969,17969,16905,16905,23230.0
2010-08-30,17217,17217,16685,17093,12665.0
2010-08-31,16905,17405,16905,17281,9740.0
2010-09-01,17499,18313,17342,18096,14714.0
2010-09-02,18345,18407,17593,17594,11131.0
2010-09-03,17656,18125,17217,17406,21730.0
2010-09-06,17593,17593,17123,17124,9920.0
2010-09-07,17218,18031,16842,16874,24014.0
2010-09-08,16685,17124,16059,16874,51100.0
2010-09-09,17312,17312,16905,16905,13457.0
2010-09-10,17249,17249,16873,16905,15921.0
2010-09-13,16967,17467,16779,17062,12040.0
2010-09-14,17092,17405,16779,16905,19966.0
2010-09-15,16967,17186,16685,17030,10229.0
2010-09-16,17029,17687,17029,17594,18151.0
2010-09-17,17749,17749,17312,17312,18118.0
2010-09-20,17342,17530,17029,17249,12358.0
2010-09-24,17186,17374,16998,17249,8290.0
2010-09-27,17311,17436,17092,17124,14183.0
2010-09-28,17123,17373,16904,17093,18510.0
2010-09-29,17092,17217,16716,16749,35817.0
2010-09-30,16779,16873,16591,16686,20141.0
2010-10-01,16842,17342,16716,17030,30611.0
2010-10-04,17092,17562,16967,17343,22572.0
2010-10-05,17342,17530,16998,17093,34342.0
2010-10-06,17154,17530,17029,17124,13297.0
2010-10-07,17217,17312,16466,16968,33020.0
2010-10-08,16935,17217,16716,17156,8781.0
2010-10-11,17280,19315,17280,18690,59357.0
2010-10-12,19002,19909,18532,19348,65204.0
2010-10-13,19659,20254,19659,20036,55987.0
2010-10-14,20160,20223,19470,19911,33947.0
2010-10-15,19878,21193,19878,21100,28121.0
2010-10-18,21287,21976,21256,21257,29316.0
2010-10-19,21005,22038,20787,21632,25949.0
2010-10-20,21631,22289,21100,21507,26497.0
2010-10-21,21569,21913,21224,21226,23380.0
2010-10-22,21287,22477,21225,22478,49003.0
2010-10-25,22164,23666,22133,22759,32551.0
2010-10-26,23071,23603,22414,22916,24011.0
2010-10-27,22852,24667,22727,24325,44518.0
2010-10-28,24354,25608,24041,25045,25863.0
2010-10-29,24981,25326,24230,24889,22550.0
2010-11-01,25106,25106,24230,24325,17225.0
2010-11-02,24480,24636,23416,23824,29796.0
2010-11-03,23823,25294,23823,24795,24223.0
2010-11-04,25043,25733,24605,25671,44867.0
2010-11-05,26108,26108,24730,24732,24036.0
2010-11-08,24730,24730,24104,24200,9053.0
2010-11-09,23917,24950,23885,24607,21477.0
2010-11-10,24417,24761,24261,24419,7501.0
2010-11-11,24417,24417,23697,23699,17106.0
2010-11-12,23823,23979,21506,22196,37899.0
2010-11-15,22383,22602,20817,21852,25494.0
2010-11-16,22195,22727,21600,21789,15740.0
2010-11-17,21788,21788,20943,21476,17350.0
2010-11-18,21788,22883,20974,22885,27088.0
2010-11-19,22977,22977,22101,22227,19714.0
2010-11-22,22226,22883,22070,22665,16368.0
2010-11-23,22696,22821,22164,22415,18261.0
2010-11-24,21287,22477,20661,22478,25509.0
2010-11-25,22508,22508,22038,22227,6952.0
2010-11-26,22257,22477,21287,21445,11911.0
2010-11-29,21412,21694,20943,20944,17045.0
2010-11-30,20943,21476,20662,21351,13903.0
2010-12-01,21350,22790,21037,22728,19448.0
2010-12-02,23071,24073,22601,23355,26948.0
2010-12-03,23510,23635,22571,22728,6851.0
2010-12-06,22821,22852,22226,22665,5292.0
2010-12-07,22696,23165,22414,22979,5970.0
2010-12-08,22633,23040,22633,22697,3171.0
2010-12-09,22602,22884,22383,22384,10481.0
2010-12-10,22383,22602,21882,21914,13859.0
2010-12-13,22164,23353,21913,23292,31310.0
2010-12-14,23792,23979,22915,23824,32145.0
2010-12-15,23823,24167,23510,23793,17524.0
2010-12-16,23603,23791,23228,23230,11011.0
2010-12-17,23102,23290,22601,22697,12911.0
2010-12-20,22414,22414,21851,22102,21125.0
2010-12-21,22226,22946,22226,22822,7198.0
2010-12-22,22570,22883,22320,22321,11731.0
2010-12-23,22477,22509,22007,22039,7260.0
2010-12-24,22038,22477,21726,21883,19924.0
2010-12-27,21882,22164,21631,21914,16716.0
2010-12-28,22007,22539,21913,22352,12635.0
2010-12-29,21976,22257,21788,21789,8942.0
2010-12-30,21913,22258,21789,22039,7479.0
2011-01-03,21162,21913,21162,21758,9135.0
2011-01-04,21850,22352,21788,22165,9869.0
2011-01-05,22289,22289,21945,22133,12275.0
2011-01-06,22320,22414,22102,22415,11860.0
2011-01-07,22414,24323,22414,23386,43254.0
2011-01-10,23792,23792,23166,23449,14292.0
2011-01-11,23510,23542,22853,23073,15296.0
2011-01-12,23134,23384,22539,22540,26457.0
2011-01-13,22696,23166,22602,22791,18910.0
2011-01-14,22727,23165,22727,22979,19750.0
2011-01-17,23008,23165,22664,22665,13620.0
2011-01-18,22664,22664,20724,21914,22851.0
2011-01-19,22007,22101,21475,21820,13357.0
2011-01-20,21913,22226,21663,21977,3981.0
2011-01-21,21975,22101,21631,21664,9290.0
2011-01-24,21600,22007,21600,21914,8250.0
2011-01-25,22226,22853,21976,22415,14733.0
2011-01-26,22665,23416,22508,23136,22541.0
2011-01-27,23603,24167,22977,23324,54003.0
2011-01-28,23416,23728,22727,22979,22945.0
2011-01-31,22759,23479,22509,23073,15505.0
2011-02-01,23479,24042,23385,23418,28951.0
2011-02-07,23792,23979,23353,23762,22053.0
2011-02-08,23947,25608,23791,25358,41009.0
2011-02-09,25420,25795,24950,25327,25904.0
2011-02-10,25325,25608,24761,25045,16944.0
2011-02-11,24730,24730,22915,23511,111432.0
2011-02-14,23510,23603,22038,22665,33969.0
2011-02-15,22883,23040,21600,22227,34026.0
2011-02-16,22477,22477,21663,22227,30426.0
2011-02-17,22352,22352,21319,21351,15748.0
2011-02-18,21350,21819,20786,21664,34570.0
2011-02-21,21788,21788,20974,21476,25028.0
2011-02-22,21162,21162,20599,20693,28770.0
2011-02-23,19878,20286,19095,19097,55840.0
2011-02-24,19220,19533,18532,19222,22019.0
2011-02-25,19283,19941,19252,19942,10270.0
2011-02-28,19783,19846,19095,19191,10527.0
2011-03-02,19189,19189,18469,18596,18630.0
2011-03-03,18595,19409,18344,18659,29598.0
2011-03-04,18845,19691,18814,19598,14578.0
2011-03-07,19565,20159,19315,19410,18014.0
2011-03-08,19596,19784,19252,19661,10298.0
2011-03-09,19909,20003,19189,19254,22643.0
2011-03-10,19283,19502,19126,19348,9014.0
2011-03-11,19095,19220,18595,19066,13044.0
2011-03-14,19346,19502,18375,19160,16752.0
2011-03-15,19346,19409,17843,19003,14782.0
2011-03-16,19002,19158,18469,18753,16522.0
2011-03-17,18438,18719,18031,18346,10816.0
2011-03-18,18531,18782,18219,18534,18532.0
2011-03-21,18751,20348,18751,20099,28715.0
2011-03-22,20223,20442,19846,20255,16790.0
2011-03-23,20411,20911,20223,20224,22500.0
2011-03-24,20222,21162,20159,20725,20531.0
2011-03-25,20912,21162,20317,20443,18238.0
2011-03-28,20411,21131,20222,20913,23381.0
2011-03-29,21131,21663,20817,21132,23979.0
2011-03-30,21162,21287,20661,20881,15091.0
2011-03-31,21162,21381,20880,21132,15020.0
2011-04-01,21131,21256,21006,21069,7596.0
2011-04-04,21287,21413,21100,21226,19866.0
2011-04-05,21287,21287,20943,21226,9794.0
2011-04-06,21193,22164,20974,21914,38472.0
2011-04-07,21913,22382,21694,22008,29163.0
2011-04-08,22070,22133,21726,21758,19285.0
2011-04-11,21819,22414,21694,21977,27666.0
2011-04-12,22070,22101,21600,21601,24554.0
2011-04-13,21600,22164,21444,22165,10969.0
2011-04-14,22164,23979,21944,23731,61614.0
2011-04-15,23917,25827,23541,25671,91851.0
2011-04-18,26202,29520,26108,29522,270329.0
2011-04-19,30115,33121,29489,31431,251994.0
2011-04-20,32244,32495,30429,31494,114896.0
2011-04-21,31743,33684,30616,32057,122230.0
2011-04-22,32495,34435,31305,32558,112960.0
2011-04-25,32745,33559,31305,32996,74117.0
2011-04-26,33371,33684,31274,31306,77563.0
2011-04-27,31681,32057,29771,30054,67150.0
2011-04-28,30177,31118,29332,30931,42638.0
2011-04-29,31055,31243,29551,29741,29127.0
2011-05-02,29614,30742,29614,30492,26831.0
2011-05-03,30679,31305,30303,30774,28020.0
2011-05-04,30773,30992,30271,30524,9110.0
2011-05-06,30366,30366,29144,29585,18132.0
2011-05-09,29645,33684,29645,32746,66077.0
2011-05-11,33121,35061,32995,34375,67873.0
2011-05-12,34059,35626,33496,34437,48005.0
2011-05-13,34561,34811,31994,32809,55142.0
2011-05-16,31744,33684,31681,31870,35599.0
2011-05-17,31211,34811,31211,34062,62542.0
2011-05-18,34748,36690,33935,33936,87603.0
2011-05-19,34311,36002,32808,36002,71615.0
2011-05-20,36314,36940,35124,36190,42542.0
2011-05-23,36627,37253,33246,35063,36558.0
2011-05-24,34748,35437,33496,35063,47429.0
2011-05-25,35689,36002,33684,34562,78007.0
2011-05-26,34623,34999,33559,34437,76410.0
2011-05-27,34936,36627,34498,36440,90346.0
2011-05-30,37003,37253,35751,36065,41561.0
2011-05-31,35876,36877,35249,36879,57309.0
2011-06-01,36941,37191,36189,36315,27269.0
2011-06-02,35626,35813,34874,35001,35102.0
2011-06-03,35124,35437,33684,33874,42754.0
2011-06-07,33809,33809,31555,31932,46414.0
2011-06-08,32057,32558,31211,31744,39196.0
2011-06-09,31744,32558,31681,32245,26453.0
2011-06-10,32870,32870,31086,31306,39711.0
2011-06-13,30992,30992,29114,29491,44401.0
2011-06-14,29489,32558,29489,32433,51434.0
2011-06-15,32683,33371,31869,32433,38177.0
2011-06-16,31431,31931,31242,31244,16794.0
2011-06-17,31556,31869,30680,31431,11354.0
2011-06-20,31869,33183,30929,31619,25552.0
2011-06-21,32432,32432,31430,32057,17632.0
2011-06-22,33058,33058,31931,31932,17006.0
2011-06-23,31618,32495,31431,31870,12426.0
2011-06-24,31931,31931,30867,31212,25023.0
2011-06-27,30429,30866,29771,29960,39419.0
2011-06-28,30397,31493,30365,30899,26040.0
2011-06-29,31024,31681,30272,30398,73032.0
2011-06-30,30616,30805,29833,30618,29605.0
2011-07-01,31149,31994,30805,31306,34985.0
2011-07-04,31994,31994,30805,30805,26423.0
2011-07-05,30711,31118,30147,30492,24398.0
2011-07-06,30492,31055,30147,30743,20838.0
2011-07-07,30805,32432,30554,32370,35146.0
2011-07-08,32682,33121,31618,31932,38789.0
2011-07-11,31431,31743,30805,30899,26469.0
2011-07-12,30460,30773,30209,30524,19203.0
2011-07-13,30554,31368,30522,31275,21488.0
2011-07-14,31368,33121,31274,32683,58404.0
2011-07-15,32933,34748,32683,34562,71574.0
2011-07-18,35500,36002,34685,35689,51409.0
2011-07-19,35688,35939,34811,34813,26223.0
2011-07-20,34937,36127,33810,33811,33880.0
2011-07-21,34185,35374,33308,35063,47841.0
2011-07-22,35249,35500,34310,34437,32134.0
2011-07-25,34123,35124,33184,34562,20891.0
2011-07-26,35124,35187,34185,34875,16738.0
2011-07-27,34874,35437,34685,35376,15230.0
2011-07-28,34811,35312,34435,34938,16876.0
2011-07-29,35249,35249,32682,32683,25348.0
2011-08-01,32871,33809,32871,33310,17779.0
2011-08-02,32056,32808,31806,31932,36411.0
2011-08-03,31305,31493,30397,31369,23207.0
2011-08-04,31368,31994,29959,30054,26805.0
2011-08-05,27987,28613,26922,27361,47797.0
2011-08-08,25983,26828,23259,24419,106962.0
2011-08-09,23134,24918,21100,24638,68086.0
2011-08-10,26171,26484,25043,25170,32484.0
2011-08-11,23165,26108,23008,25452,41316.0
2011-08-12,26421,27423,25483,25609,32435.0
2011-08-16,26610,27047,26390,26579,20837.0
2011-08-17,26609,28331,26328,27393,38183.0
2011-08-18,27391,27798,26797,27174,19148.0
2011-08-19,25420,25858,23791,24044,42500.0
2011-08-22,23760,24699,22383,23574,30470.0
2011-08-23,23854,25608,23854,25358,18984.0
2011-08-24,26171,26484,24856,24920,16912.0
2011-08-25,25608,25859,24762,24795,18351.0
2011-08-26,24667,25294,23979,24263,41134.0
2011-08-29,24981,25921,24511,25233,40525.0
2011-08-30,25921,25921,25138,25139,14511.0
2011-08-31,25231,26014,24856,26015,23187.0
2011-09-01,26171,26797,25545,25546,34862.0
2011-09-02,25106,25514,24762,24951,19977.0
2011-09-05,24417,24417,23666,23668,19972.0
2011-09-06,23165,23854,22601,23324,33385.0
2011-09-07,24261,24261,23635,23824,13632.0
2011-09-08,24323,24417,23384,23574,14562.0
2011-09-09,23541,23541,22602,22603,19908.0
2011-09-14,21976,22414,21100,21100,54669.0
2011-09-15,21820,22226,20724,21351,38040.0
2011-09-16,18719,19659,18406,19410,199053.0
2011-09-19,19346,19722,18908,18909,52058.0
2011-09-20,18782,19659,18500,19066,63830.0
2011-09-21,19346,20912,19346,20662,58112.0
2011-09-22,20223,20787,20160,20443,33795.0
2011-09-23,19659,20286,19533,19786,30257.0
2011-09-26,19909,20035,16842,17656,71665.0
2011-09-27,18156,18657,17530,17939,40525.0
2011-09-28,18000,18532,17843,17908,26407.0
2011-09-29,17562,19095,17562,19066,55712.0
2011-09-30,19169,19936,18647,18752,36373.0
2011-10-04,17775,18088,17356,17706,14053.0
2011-10-05,18123,18123,17078,17079,18927.0
2011-10-06,17601,18123,17287,17566,26513.0
2011-10-07,17845,18786,17845,18787,19004.0
2011-10-10,18856,19623,18577,19449,18115.0
2011-10-11,19831,20005,19553,19763,23077.0
2011-10-12,19274,20215,19274,20216,19287.0
2011-10-13,20564,21051,20494,21018,20620.0
2011-10-14,21121,22202,20459,22202,20399.0
2011-10-17,22585,22619,21853,22412,24307.0
2011-10-18,21678,22097,21400,21575,19504.0
2011-10-19,21853,21853,20912,21331,17724.0
2011-10-20,21330,21330,20354,21191,18830.0
2011-10-21,21261,21261,20633,20739,17056.0
2011-10-24,21226,21226,20564,20913,27661.0
2011-10-25,20981,21400,20599,20808,16585.0
2011-10-26,20599,20702,20354,20425,12890.0
2011-10-27,20564,21957,20005,20077,112836.0
2011-10-28,20912,21086,19866,20112,131022.0
2011-10-31,20424,20912,20180,20599,52341.0
2011-11-01,20215,20564,19901,19972,31177.0
2011-11-02,19029,19657,18891,19623,27755.0
2011-11-03,19797,19797,18821,19170,32580.0
2011-11-04,19553,20005,19378,19553,38345.0
2011-11-07,19553,20389,19239,20320,40259.0
2011-11-08,20459,20529,19866,19902,31358.0
2011-11-09,20180,20180,19623,19728,23048.0
2011-11-10,19169,19169,18402,18752,47210.0
2011-11-11,18856,19029,18263,18647,36648.0
2011-11-14,18891,19343,18821,19031,54701.0
2011-11-15,18821,18821,18577,18752,30813.0
2011-11-16,18821,18821,18088,18125,23698.0
2011-11-17,18123,18472,17566,18473,33047.0
2011-11-18,17740,18263,17740,18264,22570.0
2011-11-21,18263,18577,18123,18473,13255.0
2011-11-22,17775,18367,17566,18160,80782.0
2011-11-23,18367,19692,18193,19379,173638.0
2011-11-24,19378,21540,18925,21296,323120.0
2011-11-25,20912,21435,20285,20808,128871.0
2011-11-28,21121,21226,20599,20843,77346.0
2011-11-29,21156,22446,20842,22029,187904.0
2011-11-30,22027,22376,21016,21610,104809.0
2011-12-01,22027,23108,21818,22412,156762.0
2011-12-02,22237,23178,22062,22516,70694.0
2011-12-05,22515,22515,22027,22132,44016.0
2011-12-06,22027,22167,21191,21401,91736.0
2011-12-07,21608,21923,21295,21610,39144.0
2011-12-08,21470,22097,21470,21784,31542.0
2011-12-09,22097,24362,22062,24015,281591.0
2011-12-12,24502,24641,23595,24364,96950.0
2011-12-13,24258,26279,23979,25374,156702.0
2011-12-14,25617,26977,25025,26664,135658.0
2011-12-15,26384,26733,25792,26176,101853.0
2011-12-16,26244,26489,25303,25619,65662.0
2011-12-19,25617,25792,23352,24886,142369.0
2011-12-20,25025,25303,24571,25130,63897.0
2011-12-21,25861,26140,24641,24678,131418.0
2011-12-22,24746,25443,24154,25340,63357.0
2011-12-23,25373,26314,25130,26002,77103.0
2011-12-26,26001,26279,25443,25862,57739.0
2011-12-27,26001,26001,25095,25305,48837.0
2011-12-28,25200,26001,24711,25444,64148.0
2011-12-29,25095,25652,24746,25444,31208.0
2012-01-02,25443,26803,24990,26490,85617.0
2012-01-03,26628,27814,26279,27396,149426.0
2012-01-04,28057,28510,27290,27292,185776.0
2012-01-05,26942,27534,26733,26873,112566.0
2012-01-06,26663,26733,25478,25757,104314.0
2012-01-09,25931,26558,25722,25827,100347.0
2012-01-10,26001,26489,24851,25026,137041.0
2012-01-11,25303,25303,24362,24608,94720.0
2012-01-12,24606,25268,24467,24747,48640.0
2012-01-13,25060,25652,24676,25130,66282.0
2012-01-16,24816,25373,24293,24364,53886.0
2012-01-17,24606,24851,23805,24050,82050.0
2012-01-18,24189,24676,23700,24468,83651.0
2012-01-19,24851,25373,24537,25026,78776.0
2012-01-20,25233,25233,24327,24747,59872.0
2012-01-25,25025,25025,24397,24747,47096.0
2012-01-26,24816,25200,24816,25026,33551.0
2012-01-27,25025,25025,24537,24747,46796.0
2012-01-30,24851,24955,24084,24119,56372.0
2012-01-31,24258,24885,23979,24816,59586.0
2012-02-01,25025,25513,24816,25026,80614.0
2012-02-02,25408,25896,25303,25514,74771.0
2012-02-03,25757,25757,24920,25130,40844.0
2012-02-06,25408,25443,24502,24643,51919.0
2012-02-07,24746,24816,24258,24503,54325.0
2012-02-08,24606,26105,24362,26106,140051.0
2012-02-09,26489,26523,25722,26211,86945.0
2012-02-10,26489,26593,25513,25549,65194.0
2012-02-13,25792,26384,25652,26316,74463.0
2012-02-14,26593,26593,25896,26316,42751.0
2012-02-15,26489,26489,25757,26141,60797.0
2012-02-16,26001,26349,25478,25722,61597.0
2012-02-17,25896,26071,25443,25514,43270.0
2012-02-20,25827,26001,24990,24991,87750.0
2012-02-21,25130,25200,23805,24329,172541.0
2012-02-22,24327,24327,23595,24119,113727.0
2012-02-23,24084,24432,23700,24154,62327.0
2012-02-24,23875,24851,23875,24433,62478.0
2012-02-27,24432,24432,23561,23597,50762.0
2012-02-28,23595,23840,23143,23841,52823.0
2012-02-29,24154,24258,23805,24259,38504.0
2012-03-02,24397,24502,24119,24433,33563.0
2012-03-05,24571,24571,23979,24050,28459.0
2012-03-06,23909,23944,23387,23562,54236.0
2012-03-07,23143,23421,23073,23283,50767.0
2012-03-08,23421,23491,22864,23388,41758.0
2012-03-09,23421,23491,22864,22969,70659.0
2012-03-12,22689,22968,22550,22969,48814.0
2012-03-13,22794,23317,22759,23074,47442.0
2012-03-14,23213,23630,22864,23632,45549.0
2012-03-15,23840,23840,23073,23353,37795.0
2012-03-16,23247,23352,22899,23004,30671.0
2012-03-19,23038,23143,22829,23004,26924.0
2012-03-20,22864,23247,22864,23039,26625.0
2012-03-21,23003,23038,22306,22307,41547.0
2012-03-22,22237,22271,21365,21819,59720.0
2012-03-23,21783,21783,21330,21575,23077.0
2012-03-26,21609,21923,20912,21053,38516.0
2012-03-27,21261,21400,21051,21156,17515.0
2012-03-28,21156,21678,21156,21610,20903.0
2012-03-29,21505,21783,21261,21680,24451.0
2012-03-30,21609,22446,21470,22307,26214.0
2012-04-02,22550,22550,22167,22307,15691.0
2012-04-03,22341,22481,21818,21854,16346.0
2012-04-04,21783,21783,20599,20983,33841.0
2012-04-05,20947,21016,20599,20913,21442.0
2012-04-06,20980,21225,20039,20250,55933.0
2012-04-09,19936,20215,19029,19066,66845.0
2012-04-10,19029,19553,19029,19170,39990.0
2012-04-12,19169,19588,19099,19345,19184.0
2012-04-13,19448,20389,19448,20181,20912.0
2012-04-16,20075,20180,19727,20007,10163.0
2012-04-17,20075,20459,19831,20285,17106.0
2012-04-18,20599,20599,19971,20007,21351.0
2012-04-19,20005,20005,19309,19379,47184.0
2012-04-20,19239,19274,18681,18787,38518.0
2012-04-23,18925,19029,18472,18542,26620.0
2012-04-24,18402,19518,18123,19483,53261.0
2012-04-25,19936,20040,18786,18926,56028.0
2012-04-26,19029,19134,18158,18299,26420.0
2012-04-27,18298,18577,17566,17706,39426.0
2012-04-30,17496,17880,16625,17183,58874.0
