날짜,시가,고가,저가,종가,거래량
2021-11-03,180000,230000,173000,193000,11694784.0
2021-11-04,190000,191000,166000,169000,3450117.0
2021-11-05,167500,179000,167500,170000,1575405.0
2021-11-08,168500,169500,152000,153500,1378314.0
2021-11-09,153500,157500,146000,147000,878815.0
2021-11-10,148000,153500,147000,150500,600644.0
2021-11-11,148000,150000,140000,145500,759715.0
2021-11-12,146000,158000,146000,157500,693732.0
2021-11-15,157500,166000,155000,163000,468005.0
2021-11-16,163500,170000,160000,166500,493599.0
2021-11-17,170000,174000,167500,171000,571837.0
2021-11-18,171000,173500,165000,172500,272861.0
2021-11-19,172000,176500,169500,173500,299802.0
2021-11-22,172500,173000,166000,170000,212848.0
2021-11-23,167500,177000,167000,177000,383881.0
2021-11-24,178500,188000,177000,183000,690977.0
2021-11-25,185500,229500,183000,216500,2132730.0
2021-11-26,213000,243500,207000,222500,3180688.0
2021-11-29,221000,240000,216000,238500,1250537.0
2021-11-30,240500,248500,216500,218000,1379803.0
2021-12-01,221000,229500,203500,207500,1088700.0
2021-12-02,204000,214500,198000,208000,687310.0
2021-12-03,201000,206000,197000,204500,1070141.0
2021-12-06,200500,205000,194500,201500,575083.0
2021-12-07,201500,204000,193500,194500,501959.0
2021-12-08,195500,203000,190000,202000,724516.0
2021-12-09,199000,216000,199000,208500,1740321.0
